hatespeech,class
I would never vote Trump but he is going to win big because of shit like this. The Dems r burying themselves and they deserve to lose. Their only message is Trump is Hitler or #FuckTrump.,0
"Fuck you, Mamata Banerjee. Fuck you and your dictatorial self-importance. Fuck you and the box of crazed delusion that you came in.",1
No Muslim MP of both houses favoured Teen Talaq bill. Teen Talaq stopped scope of call to these MP's and all opposing MP from Mulla Maulvi Imam to perform HALALA. Now they do additional sex with ladies of his own house's. @ghulamnazad @OmarAbdullah @salman7khurshid @ahmedpatel,0
Basically Mamata just tags any protest against her as w1ver her enemy of the day is. The BJP did try hijacking the protest but NRS doctors themselves told them to fuck off.,1
Dr. Qanta Ahmed: Rep. Omar is a disgrace to Islam ,0
"Love Is Love: This Dreamy Photoshoot Of Same Sex Hindu-Muslim Couple Goes Viral https://www.indiatimes.com/trending/human-interest/this-dreamy-photoshoot-of-same-sex-hindu-muslim-couple-is-proof-that-there-are-no-t-cs-in-love-372499.html … via @indiatimes love is beautiful in all forms, very refreshing and natural pics.",0
"Correction- they are NOT pulling over drivers. It is for pedestrians & cyclists. If they observe you obeying the law, they may approach you to start a conversation & hand out the certificate and it is only being done in Tempe. Still a stupid  idea..",1
"If you support trump you support racism, bigotry and homophobia. They are his policies.  #FamiliesBelongTogether #BlackLivesMatter #NoMuslimBanEver #TransRightsAreHumanRights #gaymarriage #loveislove",0
'My prime focus this morning is to speak as loudly and confidently as possible whilst actually spouting the most incoherent stream of shit conceivable.',0
"'Time for all of us to stand together, to face this Tory belligerence down' @MaryLouMcDonald  ",1
"Lol!Because of this sec 35A separatist, extremist were able to do this or else they would have never able to dominate. Moreover,why Dogra & kashmiri pandit are against sex 35A if it has nothing to do? Why only Muslims of Kashmir (or outsider Hindu communist) want to safeguard it?",0
whenever I said about modi ji  bhakts be like  #boycottzomato   #Zomato   #IStandWithAmit (iss pappu koi pata batayega jisne ye amit wala trend start kiya?)  #CCDMemories,0
#Spotify has 48 million more paying subscribers than #Apple Music  #FuckTrump ,0
I'd always get really confused when a Muslim substitute teacher would mispronounce my name in class. You really telling me your ass doesn't know how to say 'SaiF'??,1
This was expected of you because we know you and your party believes in HALALA !!,1
How patronising and typical of the #Brexit little England mentality. Did you realise how stupid you make the UK look when you come out with this,1
Leave with no deal to reset the negotiations,0
Need to be cognizant that the Tory Poshboys are under severe pressure from English Nationalists.    Can't take them fruitcakes for granted either.,0
Hmmm.   I hope you aren’t one of the <£50k per annum lot.  #fucked,1
"@EmilyThornberry can’t wait to see your salty tears flow when we leave the #EU.  You are a disgusting, vile, nasty and un-democratic just like your party.    #brexit #outmeansout #brexitmeansbrexit #brexitparty_uk #Conservative #labour #LibDems #snp",1
"No continued CU/SM after Oct 31st; honour the referendum result, or kiss goodbye to your premiership.",0
"West Bengal: State Health Department bus carrying representatives of doctors scheduled to meet CM Mamata Banerjee in Nabanna, today. ",0
Poor bhajji  .  .  .  #worldcup #ipl #cricket #cwc #viratkohli #india #icc #indiancricketteam #rohitsharma #msdhoni #teamindia #dhoni #pakistan #virat  #bhfyp #tilltoss,1
Today's open letter on 'intolerance' by 49 intellectuals to Modi ji has heavy representation from the so called Bengali Bhadralok.    Read my post to know more about the Bengali Bhadralok and how comical they are. And why you can only laugh at them.,0
One of my class mate was.... I didn't doubt on their loyalty... But i am against the basic consept & foreign involvement in their religion  It is just to disgrace islam,1
"@PMOIndia @narendramodi I think she's right... Need to ban Sharia law which is the root of all evils in Islam like halala, multiple marriages, no control on child birth etc etc.     Need to implement #UniformCivilCode   #OneLawForAll #BanShariaLaw",0
"Wise statement today about Northern Ireland by Boris Johnson. A revised Better Monday Agreement could replace Good Friday Agreement. Renegotiation with Ireland would keep peace. After Brexit, Ireland would have 26 countries backing for back stop. Negotiation is the only solution.",0
On our way to El Paso #FamiliesBelongTogether  #michaelavenatti #washingtondc #dc #impeachtrump #whitehouse #washingtondc #dc #25thamendment #25thamendmentnow #impeach #resist #familiesbelongtogether #vote #nomuslimban #nomuslimbanever #keepfamiliestogether #bluewave #enough #eno,0
'sometime crocodiles comes to Indian parliament  and shed tears in the name of Muslims' said  Comrade Binoy Viswam while speaking on Triple Talaq Bill in Rajya Sabha    #BinoyViswam #RajyaSabha #TripleTalaqBill     @svaradarajan @jainendrakumar @scroll_in @CMOKerala @AJEnglish,0
DANKE #AlanKurdi   #refugeesarewelcome   #Nazisarenotwelcome,0
"1 hr and 40 mins in, @BetoORourke is the first candidate to mention the Muslim and refugee travel bans. 'We don't just tolerate and respect our differences, but we embrace them.' #NoMuslimBanEver #RepealTheBan",0
Mahendra Singh Dhoni is very cool men,0
"Started feeling suspicious when a muslim delivery boy brings food from zomato, after incident of Muslim terrorists trying to poison prasad.",0
"May Allaha tala allows ur daughter to do 11 time halala through different maulvis.  At that time when your own daughter is crying for insaf & wants aazadi from multiple sex...then you will going to understand the pain of talaq peedit Muslim women  Being an ex-muslim, may it happens",0
Sad watching the UK making a total arse of itself.,1
Dhoni captained 9-10 ICC Tournaments and Won 3. Virat has captained in only 2 and reached Finals and Semis. Calm down.,0
"When you sober up, this is gonna be really funny to read back. It's like you let predictive text lead the whole post. ",0
Boris what happened to your public entrances? Not avoiding anything now are you?,0
"No one leave their countries,friends and families on purpose to be a #refugees. being refugee is not optional.  #UNHCR break your silence.   Forgotten #refugees in   #Jakarta Indonesia.  @CNNIndonesia  @BBCBreaking   @UNHumanRights   @UNHCRIndo",0
We’d have forgotten if it wasn’t for Torygraph Jim.. He always remember,0
" @BorisJohnson: 'I met some brilliant police graduates with @patel4witham in Birmingham today. We're going to have 20,000 more police in the next three years, stopping violent crime & keeping communities safe.'    What else matters to you? Let Boris know - http://views.conservatives.com/priorities ",0
British Muslim cleric tells boys they can have sex slaves Da1  https://www.youtube.com/watch?v=EJqSpmPD4GU …,0
2 year extension? Looking at his tl and theres no mention of that. A retweet 5 hours ago that specifically mentions October 31st. Where did he say that?,0
"Hindu-Muslim, India-Pakistan, same sex love story breaks all barriers. Internet is in love https://www.indiatoday.in/trending-news/story/hindu-muslim-india-pakistan-same-sex-love-story-breaks-all-barriers-internet-is-in-love-1575224-2019-07-30 … via @indiatoday",0
Icc made a Fanciful cover and thE DRUMS CUT OUT WHAT THE FUCK pic.twitter.com/YHAHNgLSdC,1
PM @BorisJohnson met @ScotGovFM Nicola Sturgeon in Edinburgh today.    The PM said he was a passionate believer in the power of the Union and that he would work tirelessly to improve lives of people across Scotland.,1
"#JaiMamataViolence Mamata's days are http://numbered.One  by one she is after intellectuals.  First Doctors ,now Teachers next who ??",0
