hatespeech,class,cleaned_text,preprocessed_text
"Boris Johnson. 'Ireland! Ireland!' 'I thought you said we were going to Iceland, I wanted to get a couple of frozen pizzas and a chicken tikka'",1,boris johnson   ireland  ireland    i thought you said we were going to iceland  i wanted to get a couple of frozen pizzas and a chicken tikka ,boris johnson ireland ireland thought said going iceland wanted get couple frozen pizza chicken tikka
"Prime Minister @BorisJohnson met @fmwales Mark Drakeford in Cardiff today.    The PM spoke about working with the Welsh Government and other Devolved Administrations, to make sure communities across the UK are ready to maximise the opportunities that Brexit will bring.",0,prime minister   met   mark drakeford in cardiff today     the pm spoke about working with the welsh government and other devolved administrations  to make sure communities across the uk are ready to maximise the opportunities that brexit will bring ,prime minister met mark drakeford cardiff today pm spoke working welsh government devolved administration make sure community across uk ready maximise opportunity brexit bring
'I AM THE LEAST RACIST PERSON IN THE WORLD'  Why the quotation marks???? @realDonaldTrump #2020Election #DemocraticDebate #FuckTrump ,1, i am the least racist person in the world   why the quotation marks            election  democraticdebate  fucktrump ,least racist person world quotation mark election democraticdebate fucktrump
@mamata_for_PM ACTUAL HITLAR IS MAMTA BANERJI IN WEST BENGAL...TOTALLY ANTI HINDU AND PRO MUSLIM...MULLI,0,  actual hitlar is mamta banerji in west bengal   totally anti hindu and pro muslim   mulli,actual hitlar mamta banerji west bengal totally anti hindu pro muslim mulli
that âmamata ra kog early ugma kay 10 pa man ang examâ mindset will fuck me up big timeee,1,that    mamata ra kog early ugma kay    pa man ang exam    mindset will fuck me up big timeee,mamata ra kog early ugma kay pa man ang exam mindset fuck big timeee
Nah - you're a disgrace to the real America. Also - women can't be an Imammy. America will destroy Islam - slowly but surely or at least we can hope. May allah take you home early to live with all the islamic bs about their 'heaven' lol,0,nah   you re a disgrace to the real america  also   women can t be an imammy  america will destroy islam   slowly but surely or at least we can hope  may allah take you home early to live with all the islamic bs about their  heaven  lol,nah disgrace real america also woman imammy america destroy islam slowly surely least hope may allah take home early live islamic b heaven lol
"via @PamelaGeller: Muslim Terrorists Vow New Attacks on the West, Homicide Bombers in New York, Burning Palace of Westminster in London #ISIS http://dlvr.it/R9R1tPÂ ",0,via    muslim terrorists vow new attacks on the west  homicide bombers in new york  burning palace of westminster in london  isis    ,via muslim terrorist vow new attack west homicide bomber new york burning palace westminster london isi
'Manchester has shown the UK that anything is possible and time and again this extraordinary country has actually delivered the same message to the world. And that is what we are going to do once more.' - PM @BorisJohnson,0, manchester has shown the uk that anything is possible and time and again this extraordinary country has actually delivered the same message to the world  and that is what we are going to do once more     pm  ,manchester shown uk anything possible time extraordinary country actually delivered message world going pm
"âQâ: How do you plan out for the widespread activation of sleeper cells and disaffected Muslim youth (both sexes) of military age into performing terrorist attacks the breadth & width of the country? @MonkHeretical has the answer, but no one will like it. @QTAnon1  @DanMcCaughan",1,   q     how do you plan out for the widespread activation of sleeper cells and disaffected muslim youth  both sexes  of military age into performing terrorist attacks the breadth   width of the country    has the answer  but no one will like it      ,q plan widespread activation sleeper cell disaffected muslim youth sex military age performing terrorist attack breadth width country answer one like
Go on then? All sorted is it?,0,go on then  all sorted is it ,go sorted
Poor New Zealand  .  .  .  #worldcup #ipl #cricket #cwc #viratkohli #india #icc #indiancricketteam #rohitsharma #msdhoni #teamindia #dhoni #pakistan #virat  #bhfyp #tilltoss,1,poor new zealand            worldcup  ipl  cricket  cwc  viratkohli  india  icc  indiancricketteam  rohitsharma  msdhoni  teamindia  dhoni  pakistan  virat   bhfyp  tilltoss,poor new zealand worldcup ipl cricket cwc viratkohli india icc indiancricketteam rohitsharma msdhoni teamindia dhoni pakistan virat bhfyp tilltoss
"Shazia is the person Iâm thinking of right now. She already lives under massive threat because of her stance on Islam, and now this from the Tommy team. An absolute disgrace.  What is that chant they like to bellow out at marches ?â shame on youâ.... .......if the cap fits.",0,shazia is the person i   m thinking of right now  she already lives under massive threat because of her stance on islam  and now this from the tommy team  an absolute disgrace   what is that chant they like to bellow out at marches      shame on you               if the cap fits ,shazia person thinking right already life massive threat stance islam tommy team absolute disgrace chant like bellow march shame cap fit
"I luv to shop at http://MadDogPac.comÂ  & can't wait to chug morning coffee from my latest purchase, a #FuckTrump mug!  The made in America, cool swag, wearing apparel, mugs, lighters, bumper stickers & even poo bags are awesome!!  Thank you Claude for all you do! ",0,i luv to shop at       can t wait to chug morning coffee from my latest purchase  a  fucktrump mug   the made in america  cool swag  wearing apparel  mugs  lighters  bumper stickers   even poo bags are awesome    thank you claude for all you do  ,luv shop wait chug morning coffee latest purchase fucktrump mug made america cool swag wearing apparel mug lighter bumper sticker even poo bag awesome thank claude
